30.2952585, -97.7402048333
30.2952581667, -97.7402046667
30.2952566667, -97.7402035
30.2952556667, -97.7402016667
30.2952551667, -97.7401995
30.2952553333, -97.740198
30.2952481667, -97.7401858333
30.295252, -97.740194
30.295252, -97.7401956667
30.295253, -97.7401963333
30.2952525, -97.7401955
30.2952563333, -97.7402005
30.2952621667, -97.7402025
30.2952665, -97.7402048333
30.2952706667, -97.740208
30.2952756667, -97.740213
30.2952791667, -97.7402178333
30.295279, -97.7402215
30.2952871667, -97.7402221667
30.2952911667, -97.7402226667
30.295294, -97.7402213333
30.295304, -97.7402153333
30.2953088333, -97.7402103333
30.2952986667, -97.7402303333
30.2953056667, -97.7402465
30.295314, -97.740245
30.2953165, -97.7402488333
30.2953111667, -97.7402533333
30.2953178333, -97.7402451667
30.2953373333, -97.7402031667
30.2953221667, -97.740168
30.2953111667, -97.7401288333
30.2953163333, -97.7401103333
30.2953243333, -97.7401115
30.295336, -97.7401198333
30.2953376667, -97.7401283333
30.295357, -97.7401173333
30.2953643333, -97.740119
30.2953665, -97.7401276667
30.2953628333, -97.740135
30.2953551667, -97.7401475
30.2953496667, -97.7401581667
30.2953476667, -97.7401616667
30.2952983333, -97.7402131667
30.2952873333, -97.7402185
30.295284, -97.7402216667
30.2952778333, -97.7401933333
30.2952726667, -97.7401936667
30.295271, -97.7401935
30.2952595, -97.740199
30.295247, -97.740229
30.2953183333, -97.7403276667
30.2952855, -97.74031
30.2952645, -97.7403008333
30.2952478333, -97.7402951667
30.295238, -97.7403013333
30.2952196667, -97.7403495
30.2952056667, -97.7403491667
30.2951943333, -97.7403511667
30.2951816667, -97.7403548333
30.2951741667, -97.7403623333
30.2951698333, -97.7403706667
30.2951678333, -97.7403798333
30.295293, -97.7403581667
30.295293, -97.7403488333
30.295283, -97.7403666667
30.2952731667, -97.7403708333
30.2952518333, -97.7403575
30.2952368333, -97.7402963333
30.295232, -97.7402906667
30.2952368333, -97.740278
30.2952366667, -97.7402715
30.2952358333, -97.7402671667
30.2952365, -97.740265
30.295238, -97.7402615
30.2952401667, -97.7402641667
30.2952435, -97.7402661667
30.2952453333, -97.7402695
30.2952483333, -97.740271
30.2952528333, -97.740268
30.2952623333, -97.7402661667
30.2952683333, -97.7402656667
30.2952753333, -97.740275
30.2952846667, -97.7403056667
30.2952818333, -97.7403071667
